Word,N_CBOI_raters,CBOI_Mean,CBOI_SD
someone,24,4.75,1.961587644
swimmer,28,4.75,1.734721666
flesh,27,4.740740741,2.122998471
goat,27,4.740740741,1.972748816
quarter,27,4.740740741,1.831195335
baker,23,4.739130435,1.888178326
beard,23,4.739130435,1.959067294
city,23,4.739130435,1.737746485
cried,38,4.736842105,2.177082234
read,34,4.735294118,2.63207285
recess,30,4.733333333,2.273283109
spinning,30,4.733333333,2.14850924
chewing,26,4.730769231,2.600887423
clip,26,4.730769231,1.756307315
lady,26,4.730769231,2.442256208
buttocks,48,4.729166667,2.219254076
seeing,33,4.727272727,2.452966664
anger,29,4.724137931,2.136361254
lizard,43,4.720930233,2.027496479
cave,25,4.72,1.83757086
fountain,25,4.72,1.882374387
stretch,25,4.72,2.336664289
zip,25,4.72,2.424183711
giggle,46,4.717391304,2.23768773
air,28,4.714285714,2.492316234
cube,35,4.714285714,2.022977255
dig,28,4.714285714,2.2584351
excited,28,4.714285714,2.521862082
pal,28,4.714285714,2.354776751
wire,28,4.714285714,2.225394561
jean,45,4.711111111,2.095690624
fudge,31,4.709677419,1.96966238
kicks,24,4.708333333,2.17653827
windowsill,24,4.708333333,2.053187695
cutting,27,4.703703704,2.30074929
helping,23,4.695652174,2.530447007
taxi,23,4.695652174,2.20402076
cabin,26,4.692307692,1.995379278
heart,26,4.692307692,2.015325895
see,26,4.692307692,2.66487119
shell,26,4.692307692,1.954875562
guy,32,4.6875,2.146828118
wind,48,4.6875,2.362438787
sticky,47,4.680851064,2.332253836
excitement,25,4.68,2.267891826
stereo,25,4.68,1.95192213
turnip,25,4.68,2.393045479
tin,28,4.678571429,2.091491961
parties,31,4.677419355,2.314981595
herself,34,4.676470588,2.070288931
eats,27,4.666666667,2.572039
geese,27,4.666666667,1.775907135
hen,27,4.666666667,2.075498087
nurse,27,4.666666667,2.093947321
porch,24,4.666666667,1.857222486
seaweed,27,4.666666667,2.253202849
ship,24,4.666666667,2.239306311
statue,24,4.666666667,2.18028053
tower,27,4.666666667,1.839732422
exercise,35,4.657142857,2.312915872
thing,35,4.657142857,2.0571662
heads,32,4.65625,2.695388834
throw,26,4.653846154,2.697292089
eating,37,4.648648649,2.791019489
pour,34,4.647058824,2.307856843
bulb,25,4.64,2.23383079
ceiling,25,4.64,2.215099697
hotel,25,4.64,2.196208855
land,25,4.64,2.11896201
rainy,25,4.64,2.481263119
runner,25,4.64,2.270829511
turtle,25,4.64,2.099206199
wave,33,4.636363636,2.088931871
tie,49,4.632653061,2.098549872
overalls,27,4.62962963,2.203984995
sea,27,4.62962963,2.02195922
smooth,27,4.62962963,2.13303951
caterpillar,24,4.625,2.017585729
move,24,4.625,2.617873349
pudding,24,4.625,2.280589169
indoors,42,4.619047619,2.315929787
sick,26,4.615384615,2.192294197
worker,26,4.615384615,2.155493875
numbers,44,4.613636364,2.489194407
oceans,49,4.612244898,2.099765131
feelings,23,4.608695652,2.36910283
parrot,23,4.608695652,2.016728459
wipe,46,4.608695652,2.265472831
himself,25,4.6,2.273030283
honk,25,4.6,2.34520788
pond,25,4.6,1.802775638
cash,27,4.592592593,1.906653517
exit,27,4.592592593,2.042985358
pad,27,4.592592593,1.906653517
plug,34,4.588235294,1.876774265
yourself,29,4.586206897,2.398172539
castle,24,4.583333333,2.263446135
net,24,4.583333333,1.909169331
sound,43,4.581395349,2.402702428
ate,26,4.576923077,2.468571683
stream,26,4.576923077,1.858452624
scrape,33,4.575757576,2.092102755
soft,33,4.575757576,2.236491435
tunnel,33,4.575757576,2.016034211
bake,30,4.566666667,2.269487764
blossom,23,4.565217391,1.926515624
count,23,4.565217391,2.464771554
look,23,4.565217391,2.519489251
wool,48,4.5625,2.072168666
pickup,25,4.56,2.310844002
rag,25,4.56,2.180978374
day,27,4.555555556,2.722178615
yawn,49,4.551020408,2.630440588
darkness,33,4.545454545,2.137330536
growl,24,4.541666667,1.933214639
reader,24,4.541666667,2.105462185
scream,24,4.541666667,2.501810938
quilt,26,4.538461538,2.266817491
siren,26,4.538461538,2.120957694
three,26,4.538461538,2.549208022
tops,26,4.538461538,2.266817491
learn,28,4.535714286,2.516348661
surface,28,4.535714286,2.25227692
math,30,4.533333333,2.208655908
hotter,27,4.518518519,1.783910363
laughter,27,4.518518519,2.636582438
comic,29,4.517241379,2.11492468
heel,29,4.517241379,2.414549494
stuff,33,4.515151515,2.513976085
hopped,24,4.5,2.085144141
rash,28,4.5,1.815570515
snowy,24,4.5,2.502172969
vest,24,4.5,2.146787286
voice,26,4.5,2.596150997
yell,26,4.5,1.96468827
pick,31,4.483870968,2.079598803
stop,31,4.483870968,2.43407707
nickel,29,4.482758621,2.197737305
recorder,29,4.482758621,2.063642578
soda pop,29,4.482758621,2.197737305
biscuit,27,4.481481481,2.326608135
granddaughter,27,4.481481481,2.407845676
bedside,25,4.48,2.293468988
cocoa,25,4.48,1.895608961
fell,25,4.48,2.162560211
frame,25,4.48,2.162560211
write,25,4.48,2.451530134
chase,23,4.47826087,2.192333029
barn,36,4.472222222,2.117763121
calf,30,4.466666667,1.814374279
rocky,30,4.466666667,1.756433167
smell,30,4.466666667,2.56949389
ambulance,43,4.465116279,2.027769561
squirrel,28,4.464285714,2.168497395
breathe,26,4.461538462,2.336335066
firetruck,26,4.461538462,2.102013687
hello,26,4.461538462,2.716332369
tray,24,4.458333333,1.955575456
police,35,4.457142857,2.09119804
climb,27,4.444444444,2.292686253
owl,27,4.444444444,2.241794153
roar,27,4.444444444,2.100061049
prize,34,4.441176471,2.324978677
eagle,25,4.44,2.218858565
full,25,4.44,2.484619354
I,25,4.44,2.739829678
living,25,4.44,2.292742172
museum,25,4.44,1.872609587
myself,32,4.4375,2.422175775
cord,46,4.434782609,2.237579783
cotton,23,4.434782609,2.018687399
held,23,4.434782609,2.191431391
needle,46,4.434782609,1.951092844
square,23,4.434782609,2.370770626
spray,30,4.433333333,2.160512923
pile,35,4.428571429,2.159598469
supplies,26,4.423076923,1.942638966
trip,26,4.423076923,2.003458548
shop,31,4.419354839,2.334868926
cleaner,24,4.416666667,2.145098896
pin,24,4.416666667,1.909169331
treasure,29,4.413793103,2.163285223
back,46,4.413043478,2.612585666
clown,51,4.411764706,2.099299603
janitor,27,4.407407407,2.098703982
number,27,4.407407407,2.692714662
slush,32,4.40625,2.045599131
bump,45,4.4,2.093279289
drain,35,4.4,2.060839349
husband,25,4.4,2.397915762
moss,35,4.4,2.328847228
peg,25,4.4,2.291287847
rest,25,4.4,2.43241992
shark,25,4.4,2.466441431
stormy,25,4.4,2.020725942
wrapped,25,4.4,2.273030283
cry,48,4.395833333,2.679628295
love,283,4.395759717,2.48946355
nap,43,4.395348837,2.583275282
rubber,33,4.393939394,1.730956996
asleep,23,4.391304348,2.388212158
bottom,23,4.391304348,2.36910283
build,46,4.391304348,2.426504215
pine,23,4.391304348,2.039142655
duckling,31,4.387096774,1.960908282
printing,31,4.387096774,2.361883702
railroad,31,4.387096774,1.891690943
thermometer,26,4.384615385,1.919935896
warm,26,4.384615385,2.56245075
chick,47,4.382978723,2.048893567
dusty,29,4.379310345,2.161576691
crib,32,4.375,2.39286574
poodle,24,4.375,2.203011772
tap,24,4.375,1.995919751
loves,27,4.37037037,2.647904079
show,27,4.37037037,2.498432557
ride,49,4.367346939,2.369017707
skiing,25,4.36,1.84571576
hard,28,4.357142857,2.407000373
pilot,31,4.35483871,1.992458901
son,31,4.35483871,2.483926825
falls,23,4.347826087,2.423534152
kettle,23,4.347826087,2.144945341
oar,23,4.347826087,2.144945341
suds,23,4.347826087,2.288482936
tractor,23,4.347826087,2.423534152
woof,23,4.347826087,2.53356909
blizzard,26,4.346153846,2.3484856
mice,26,4.346153846,2.189836664
smelly,26,4.346153846,2.3484856
stands,26,4.346153846,2.279338636
tortoise,26,4.346153846,2.3484856
partner,32,4.34375,1.911077639
piece,32,4.34375,2.294585141
mix,30,4.333333333,2.309401077
motorcycle,24,4.333333333,1.926173649
schoolhouse,42,4.333333333,2.312918826
slap,27,4.333333333,1.980675875
hit,31,4.322580645,2.534917445
foam,28,4.321428571,1.925531604
wheat,35,4.314285714,2.38588285
scale,29,4.310344828,2.316145941
difference,26,4.307692308,1.954875562
dot,26,4.307692308,1.8924953
bud,23,4.304347826,1.869243469
line,23,4.304347826,1.96410476
white,23,4.304347826,2.382412502
highway,33,4.303030303,2.053729055
hillside,43,4.302325581,2.132904165
bald,24,4.291666667,2.216129934
conversation,24,4.291666667,2.216129934
foil,24,4.291666667,2.156469874
arrow,25,4.28,2.18936825
breeze,25,4.28,1.744515214
chop,25,4.28,2.227105745
crab,25,4.28,1.904380914
explore,25,4.28,1.968925257
paste,25,4.28,2.031419865
inside,47,4.276595745,2.455713194
sunny,48,4.270833333,2.615335976
island,26,4.269230769,1.970942765
opening,26,4.269230769,1.970942765
side,26,4.269230769,2.341925572
stew,26,4.269230769,2.254909174
wrestling,41,4.268292683,2.302437733
lace,30,4.266666667,2.116166562
feast,23,4.260869565,1.814522008
parachute,23,4.260869565,2.093656899
under,23,4.260869565,2.027479207
goal,27,4.259259259,2.122998471
share,27,4.259259259,2.53578379
wear,27,4.259259259,2.229049342
firehouse,35,4.257142857,2.13297441
knot,35,4.257142857,2.119140463
bear,24,4.25,2.418227882
lesson,24,4.25,2.005427418
self,28,4.25,1.993043457
thirsty,24,4.25,2.489106702
turn around,24,4.25,2.453923212
fluffy,45,4.244444444,2.287868754
cocoon,41,4.243902439,2.034459238
tiger,29,4.24137931,2.558671145
handbag,25,4.24,2.296373953
racket,25,4.24,2.27815715
sheep,25,4.24,2.296373953
speak,25,4.24,2.487971061
crow,30,4.233333333,2.176414852
dream,26,4.230769231,2.37162716
roast,26,4.230769231,2.612396483
waist,26,4.230769231,2.065094522
tracks,32,4.21875,2.268072579
new,23,4.217391304,2.52184135
recipe,23,4.217391304,1.782656897
shape,23,4.217391304,2.31509909
batter,28,4.214285714,2.061231974
camp,24,4.208333333,2.245365598
jet,24,4.208333333,1.887698545
pouch,48,4.208333333,2.062412689
robin,24,4.208333333,1.744037461
small,29,4.206896552,2.440423124
artist,45,4.2,2.312023907
copy,25,4.2,2.397915762
daylight,30,4.2,2.565016636
olive,30,4.2,2.28035085
sickness,31,4.193548387,2.10427113
cradle,26,4.192307692,2.227451113
wooden,26,4.192307692,2.36675695
oil,32,4.1875,1.941690318
driver,27,4.185185185,2.038797478
rod,27,4.185185185,2.019844568
break,44,4.181818182,2.470973137
stir,44,4.181818182,2.374993045
clean,28,4.178571429,1.98239607
dip,28,4.178571429,2.109126051
drive,28,4.178571429,2.419880184
tadpole,28,4.178571429,2.161165177
zoom,28,4.178571429,2.480346025
silver,23,4.173913043,1.850114835
sing,23,4.173913043,2.534349009
bend,29,4.172413793,2.330986387
hail,29,4.172413793,1.691765044
ask,24,4.166666667,2.565094568
bleed,24,4.166666667,2.407717062
grip,24,4.166666667,1.992740448
jeep,30,4.166666667,2.001436266
ma,24,4.166666667,2.461294581
roll,48,4.166666667,2.309401077
teakettle,24,4.166666667,2.140025735
wing,30,4.166666667,2.150915336
wink,24,4.166666667,2.425707726
lift,25,4.16,2.075250989
rip,25,4.16,2.374868417
silly,25,4.16,2.494660966
soda,25,4.16,2.461029595
dairy,26,4.153846154,2.444459984
latch,26,4.153846154,1.953300954
sight,26,4.153846154,2.203493729
drops,40,4.15,2.094559497
squeeze,47,4.14893617,2.440409119
tall,47,4.14893617,2.553588467
push,27,4.148148148,1.974913897
roof,27,4.148148148,1.747607237
rub,27,4.148148148,2.125010474
crowd,28,4.142857143,1.97604704
lunchroom,28,4.142857143,2.519763153
stump,28,4.142857143,1.757824533
world,28,4.142857143,2.049648312
grab,45,4.133333333,2.500908926
limb,30,4.133333333,2.208655908
chimney,23,4.130434783,1.765949341
nighttime,31,4.129032258,2.539579171
riding,31,4.129032258,2.261886167
broken,24,4.125,2.271036921
hippopotamus,24,4.125,2.437256119
winning,24,4.125,2.346366293
carton,25,4.12,2.454927019
group,25,4.12,2.107921567
high,25,4.12,2.242022896
sweet,25,4.12,2.315167381
backward,26,4.115384615,2.438473671
end,26,4.115384615,2.566350297
heat,26,4.115384615,2.422014419
sewing,26,4.115384615,1.840150496
somebody,26,4.115384615,2.250811819
trumpet,26,4.115384615,2.006527808
indoor,27,4.111111111,2.438999374
rags,28,4.107142857,2.330780917
alarm,29,4.103448276,2.257445263
blackboard,29,4.103448276,1.838959869
hid,29,4.103448276,2.058862855
lawnmower,29,4.103448276,2.241568768
storm,29,4.103448276,2.304418544
grain,31,4.096774194,2.256174324
pill,31,4.096774194,2.285531867
sandy,44,4.090909091,2.457245403
pitcher,23,4.086956522,2.353199823
pretend,23,4.086956522,1.975141962
shaking,23,4.086956522,2.193234297
stuck,23,4.086956522,2.193234297
barnyard,24,4.083333333,2.22469669
downhill,48,4.083333333,2.142114022
five,24,4.083333333,2.685171303
others,24,4.083333333,2.586195236
purr,24,4.083333333,2.357534944
suit,24,4.083333333,2.041241452
touched,24,4.083333333,2.465706825
whale,24,4.083333333,2.339019986
bounce,25,4.08,2.612789059
flagpole,25,4.08,1.998332638
him,25,4.08,2.396525262
magician,25,4.08,2.32594067
fix,27,4.074074074,2.200103598
relative,27,4.074074074,2.217516385
skip,27,4.074074074,2.129028777
team,27,4.074074074,2.0177277
town,27,4.074074074,1.939982671
uphill,27,4.074074074,2.384661336
fuzzy,28,4.071428571,2.580964095
rack,28,4.071428571,1.844482692
sides,28,4.071428571,2.371568811
felt,29,4.068965517,2.103246376
tumbling,29,4.068965517,2.069006568
happy,30,4.066666667,2.69012669
flippers,48,4.0625,2.225636414
race,32,4.0625,2.381887297
compass,33,4.060606061,2.075743751
flip,23,4.043478261,2.439788755
ourselves,23,4.043478261,2.305689817
scare,23,4.043478261,2.033319294
senior,23,4.043478261,2.305689817
autumn,24,4.041666667,2.293263607
cover,24,4.041666667,2.349452604
musician,24,4.041666667,2.053187695
smoke,24,4.041666667,2.031901373
wilderness,24,4.041666667,1.876146992
eaten,25,4.04,2.406241883
heavy,25,4.04,2.281812145
painter,25,4.04,2.030599255
princess,25,4.04,2.423496097
dark,26,4.038461538,2.568747076
gardener,26,4.038461538,1.799572599
rule,26,4.038461538,2.199650322
upset,26,4.038461538,2.253544217
farmhouse,27,4.037037037,2.244334431
spout,27,4.037037037,2.261406667
crack,28,4.035714286,2.00890873
peek,28,4.035714286,2.395708244
daughter,29,4.034482759,2.179166922
today,29,4.034482759,2.679055785
anybody,30,4.033333333,2.108821101
solid,45,4.022222222,2.508973793
two,45,4.022222222,2.536003378
add,26,4,2.244994432
big,36,4,2.736003342
bought,32,4,2.355501453
cactus,23,4,2.067057637
cries,25,4,2.598076211
crunch,24,4,2.303116981
fall,25,4,2.380476143
fast,47,4,2.61267812
fever,27,4,2.236067977
hot,23,4,2.153221688
ink,25,4,2.236067977
lump,24,4,2.105892354
pinch,27,4,2.270208394
pit,24,4,2.146787286
sharp,23,4,2.540579748
silence,26,4,2.244994432
smash,26,4,2.315167381
sniff,24,4,2.321918247
sons,25,4,2.140872096
stage,26,4,1.854723699
sting,34,4,2.059714602
submarine,24,4,2.105892354
take,25,4,2.533114026
through,25,4,2.061552813
your,25,4,2.309401077
cafe,34,3.970588235,2.208596073
fun,34,3.970588235,2.645582872
forgot,33,3.96969697,2.364910787
cab,32,3.96875,1.89199289
dirty,32,3.96875,2.442689884
handkerchief,27,3.962962963,2.42552899
up,27,3.962962963,2.681582218
clover,26,3.961538462,2.374544491
drop,26,3.961538462,2.357638975
furnace,26,3.961538462,1.989588284
audience,25,3.96,1.881488772
bigger,25,3.96,2.071231518
experiment,25,3.96,1.968078589
feed,25,3.96,2.423496097
temperature,25,3.96,2.3
bank,24,3.958333333,2.074255585
bar,24,3.958333333,2.349452604
grassy,24,3.958333333,2.422344654
hurt,24,3.958333333,2.255026591
lines,24,3.958333333,2.544886889
deer,23,3.956521739,2.383241888
near,23,3.956521739,2.566891662
seashore,46,3.956521739,1.99951685
slowly,23,3.956521739,2.383241888
fight,284,3.954225352,2.161668092
naughty,35,3.942857143,2.300164408
acting,33,3.939393939,2.192877589
meadow,47,3.936170213,1.938222576
storekeeper,31,3.935483871,1.931070236
gorilla,46,3.934782609,2.444060137
bring,30,3.933333333,2.448551061
eight,28,3.928571429,2.371568811
messy,27,3.925925926,2.448326366
waste,27,3.925925926,2.0177277
broke,26,3.923076923,2.431840076
dock,26,3.923076923,2.076980056
floats,26,3.923076923,2.348158034
gone,26,3.923076923,2.365131319
late,26,3.923076923,2.560048076
leather,26,3.923076923,2.243623443
manners,26,3.923076923,1.958020979
cage,25,3.92,2.271563338
choose,25,3.92,2.080064102
fold,25,3.92,2.564501251
sack,25,3.92,1.705872211
shopping,25,3.92,2.431049156
hive,24,3.916666667,2.185260241
scarecrow,24,3.916666667,1.815792237
slice,24,3.916666667,2.104171151
trunks,47,3.914893617,2.292044723
bloom,23,3.913043478,2.130152438
drip,23,3.913043478,2.429235635
fear,23,3.913043478,2.353199823
hide,23,3.913043478,2.372437248
horseback,23,3.913043478,2.33380383
message,23,3.913043478,2.151385251
ran,46,3.913043478,2.563210547
uniform,23,3.913043478,2.151385251
checker,45,3.911111111,2.151344423
mad,32,3.90625,2.506242207
truth,32,3.90625,2.374044799
spot,29,3.896551724,2.110261114
built,28,3.892857143,2.454614486
nine,27,3.888888889,2.65059258
penguin,45,3.888888889,2.376229081
raft,27,3.888888889,2.006400016
truthful,27,3.888888889,2.100061049
baggage,26,3.884615385,1.945804164
junk,26,3.884615385,2.388755711
item,25,3.88,2.315167381
weekend,25,3.88,2.242022896
zebra,25,3.88,2.403469714
pipe,41,3.87804878,2.099941927
grandson,49,3.87755102,2.611135234
camel,32,3.875,2.446195202
crane,24,3.875,2.290101574
freeze,24,3.875,2.049655326
hippo,24,3.875,2.327762501
sash,32,3.875,2.587189283
science,24,3.875,2.132818099
suck,24,3.875,2.153106956
swung,24,3.875,2.132818099
traffic,24,3.875,1.62353613
planet,31,3.870967742,2.232217664
cent,23,3.869565217,1.984126733
following,23,3.869565217,1.984126733
he,23,3.869565217,2.201329099
tear,23,3.869565217,2.095543926
velvet,23,3.869565217,1.816699
blossoms,30,3.866666667,2.046583921
blink,29,3.862068966,2.488891577
hare,29,3.862068966,2.166698244
sip,29,3.862068966,2.133477007
quiet,41,3.853658537,2.4855681
empty,34,3.852941176,2.559975769
bulldozer,27,3.851851852,2.364866295
feeling,27,3.851851852,2.315561133
on,27,3.851851852,2.755465948
smoky,27,3.851851852,2.196215341
vacation,27,3.851851852,2.088497872
angry,46,3.847826087,2.607403061
leader,26,3.846153846,2.185265342
auto,25,3.84,2.461029595
everyone,25,3.84,2.374868417
meeting,25,3.84,2.115025611
safety,25,3.84,2.055075019
yucky,25,3.84,2.211334439
press,24,3.833333333,2.18028053
sideways,24,3.833333333,2.25863881
sour,24,3.833333333,2.25863881
threw,24,3.833333333,2.31566812
wig,30,3.833333333,2.260352938
overcoat,47,3.829787234,2.407588988
holds,35,3.828571429,2.216060552
friendly,29,3.827586207,2.001231148
daytime,23,3.826086957,2.534349009
flame,23,3.826086957,2.145866511
greenhouse,23,3.826086957,1.77487961
melt,46,3.826086957,2.312327811
sunset,23,3.826086957,2.569969471
rider,28,3.821428571,2.245218317
shake,28,3.821428571,2.143959152
dried,27,3.814814815,2.202045151
learning,27,3.814814815,2.253834972
surprise,48,3.8125,2.463834151
beaver,26,3.807692308,2.349795408
drugstore,26,3.807692308,1.876576261
keep,26,3.807692308,2.33271054
question,26,3.807692308,2.466077546
squeal,31,3.806451613,2.088370255
furs,25,3.8,2.140872096
rooster,25,3.8,2.121320344
shelter,25,3.8,2.236067977
toss,25,3.8,2.081665999
winner,25,3.8,2.549509757
bad,34,3.794117647,2.17115263
good-bye,34,3.794117647,2.266747928
blow,48,3.791666667,2.492186371
mine,24,3.791666667,2.570385975
patch,24,3.791666667,2.166527309
pull,24,3.791666667,2.536330226
remove,24,3.791666667,2.042572263
slacks,24,3.791666667,2.620639926
straighten,24,3.791666667,2.12601212
tight,24,3.791666667,2.302723655
try,24,3.791666667,2.587245752
joke,33,3.787878788,2.301596942
bullet,23,3.782608696,2.275492389
golf,23,3.782608696,2.503752125
racer,23,3.782608696,1.999011613
cooler,27,3.777777778,1.967687697
finish,36,3.777777778,2.391784882
fresh,27,3.777777778,2.325995789
lighthouse,27,3.777777778,2.154303981
safe,27,3.777777778,2.342472943
skull,27,3.777777778,2.325995789
sweep,27,3.777777778,2.485857433
themselves,27,3.777777778,2.241794153
burn,26,3.769230769,2.50292137
litter,26,3.769230769,2.045633248
wound,26,3.769230769,2.122407921
clinic,30,3.766666667,2.112088904
pirate,30,3.766666667,2.473073382
entrance,34,3.764705882,2.257094184
octopus,46,3.760869565,2.368166498
close,25,3.76,2.107130751
lobster,25,3.76,2.005824851
tasty,25,3.76,2.52124308
vet,25,3.76,1.690167645
word,25,3.76,2.241279397
noisy,41,3.756097561,2.487774988
saucer,45,3.755555556,2.154862952
canned,24,3.75,2.211629342
chat,24,3.75,2.048329118
engine,24,3.75,1.939296152
image,24,3.75,2.111047545
leave,24,3.75,2.453923212
name,24,3.75,2.288914685
scales,44,3.75,2.36372784
shout,24,3.75,2.363674369
thrown,24,3.75,1.961587644
twin,28,3.75,2.048034288
claw,27,3.740740741,1.745160178
grin,27,3.740740741,2.263295633
helpful,27,3.740740741,2.379279021
mopped,27,3.740740741,2.458776941
pack,27,3.740740741,2.246237754
scientist,27,3.740740741,1.76706172
afraid,23,3.739130435,1.839401862
band,23,3.739130435,1.912100019
four,23,3.739130435,2.508483629
iron,23,3.739130435,2.004934624
sprout,23,3.739130435,2.027479207
lily,42,3.738095238,2.012879551
his,49,3.734693878,2.472983271
slept,30,3.733333333,2.405931368
things,30,3.733333333,2.391556027
waitress,30,3.733333333,2.14850924
freezing,26,3.730769231,2.506913518
grey,26,3.730769231,2.409276942
leopard,26,3.730769231,2.164397234
loudspeaker,26,3.730769231,2.089166194
us,26,3.730769231,2.474796029
quick,284,3.728873239,2.452461977
locked,29,3.724137931,1.980197532
real,29,3.724137931,2.312953457
my,36,3.722222222,2.592418739
locker,25,3.72,1.83757086
she,25,3.72,2.622339922
spread,25,3.72,2.150968774
steam,25,3.72,1.646207763
twins,25,3.72,1.926136028
stadium,32,3.71875,2.003776676
handful,28,3.714285714,2.241975697
hanging,28,3.714285714,1.940926523
here,28,3.714285714,2.40149865
tugging,28,3.714285714,1.959915774
sat,31,3.709677419,2.519173785
boss,24,3.708333333,2.053187695
cool,24,3.708333333,2.156469874
officer,24,3.708333333,2.38617698
check,27,3.703703704,2.180592982
lion,27,3.703703704,2.628465695
lower,27,3.703703704,2.267068843
rat,30,3.7,2.291664054
care,23,3.695652174,2.224548629
clubhouse,23,3.695652174,2.382412502
dropping,23,3.695652174,2.032347112
hearing,23,3.695652174,2.420270132
kit,23,3.695652174,2.054590926
shears,23,3.695652174,1.743423555
first,26,3.692307692,2.51028653
in,26,3.692307692,2.149776375
nodded,26,3.692307692,2.345535858
swam,26,3.692307692,2.345535858
win,26,3.692307692,2.67983926
note,29,3.689655172,2.300674564
sail,29,3.689655172,1.79490247
thanks,48,3.6875,2.502392472
her,25,3.68,2.511971337
hiss,25,3.68,1.864582169
morning,25,3.68,2.60959767
speech,25,3.68,2.230844384
spelling,25,3.68,1.908751774
station,25,3.68,2.154839515
toward,25,3.68,2.154839515
poultry,31,3.677419355,2.286002286
knitting,34,3.676470588,2.142224675
do,43,3.674418605,2.427235643
everybody,46,3.673913043,2.404203244
awake,24,3.666666667,2.3343683
bamboo,45,3.666666667,2.033805211
crush,27,3.666666667,1.941450687
dove,30,3.666666667,1.881549862
fry,30,3.666666667,1.988472526
gentle,24,3.666666667,2.389590954
mutt,45,3.666666667,2.022599587
reward,27,3.666666667,2.253202849
sad,27,3.666666667,2.572039
sap,27,3.666666667,2.218800785
jumper,35,3.657142857,2.543074299
dial,32,3.65625,2.33637954
front,32,3.65625,2.377439325
shade,32,3.65625,2.103903822
tennis,32,3.65625,2.193970844
fir,29,3.655172414,2.17577346
monster,29,3.655172414,2.676296242
track,29,3.655172414,1.932353526
barrel,26,3.653846154,2.038476052
bright,26,3.653846154,2.096517259
colored,26,3.653846154,2.652429945
coyote,26,3.653846154,2.018758186
funny,26,3.653846154,2.399038269
saw,26,3.653846154,2.058005009
sunrise,26,3.653846154,2.44854745
hound,23,3.652173913,2.207604536
listen,46,3.652173913,2.549225515
nearby,23,3.652173913,1.897574903
neighborhood,23,3.652173913,1.96812545
petted,23,3.652173913,2.460759226
spring,23,3.652173913,2.207604536
test,23,3.652173913,2.12364814
rough,284,3.647887324,2.148866685
job,45,3.644444444,2.327264836
cable,28,3.642857143,2.344643789
coach,28,3.642857143,1.704336206
comfortable,28,3.642857143,2.214669706
elephant,28,3.642857143,2.738129744
grow,28,3.642857143,2.376026651
help,28,3.642857143,2.585060866
last,28,3.642857143,2.360387377
tune,28,3.642857143,2.197882579
canary,25,3.64,2.138535324
favorite,25,3.64,2.628053779
holder,25,3.64,2.157931108
rocket,25,3.64,2.325224004
reach,47,3.638297872,2.408549373
giant,33,3.636363636,2.559518776
anyone,30,3.633333333,2.251181044
call,30,3.633333333,2.173243775
banjo,27,3.62962963,2.255730278
hear,27,3.62962963,2.404293406
pregnant,27,3.62962963,2.168802366
stopping,27,3.62962963,2.691127132
stung,27,3.62962963,2.078241641
flat,24,3.625,2.261444325
giving,24,3.625,2.203011772
six,32,3.625,2.673043451
slow,24,3.625,2.48145294
unload,24,3.625,2.142986539
we,29,3.620689655,2.381682975
doing,26,3.615384615,2.333699605
float,26,3.615384615,2.118054259
know,26,3.615384615,2.316496028
slam,26,3.615384615,1.856381924
done,49,3.612244898,2.612600289
stuffed,23,3.608695652,2.388212158
written,23,3.608695652,2.407169791
energy,28,3.607142857,1.87259546
give,28,3.607142857,2.330780917
flap,43,3.604651163,1.953501556
black,30,3.6,2.485821865
dump,25,3.6,2.160246899
lay,25,3.6,2.179449472
no,45,3.6,2.499090744
relax,25,3.6,2.140872096
sun,25,3.6,2.533114026
wolves,25,3.6,2.56580072
goose,32,3.59375,2.153157846
environment,27,3.592592593,2.135042051
froze,27,3.592592593,2.024071663
hum,27,3.592592593,2.205923132
squeak,27,3.592592593,2.406070196
cottage,29,3.586206897,2.130010754
juicy,29,3.586206897,2.35307157
extra,24,3.583333333,2.500724533
shore,24,3.583333333,2.041241452
visit,31,3.580645161,2.405191518
open,45,3.577777778,2.508973793
place,45,3.577777778,2.435428737
bumpy,26,3.576923077,2.212203913
salty,26,3.576923077,2.386178148
wobbly,26,3.576923077,2.042999303
spent,33,3.575757576,1.803300846
skyscraper,28,3.571428571,1.874360561
windmill,28,3.571428571,1.951800146
frown,30,3.566666667,2.223438365
bye,23,3.565217391,2.573043598
flute,23,3.565217391,2.370770626
measure,23,3.565217391,1.829706558
meet,23,3.565217391,2.427608006
more,23,3.565217391,2.351519566
patient,23,3.565217391,1.854382695
raccoon,46,3.565217391,2.32524478
routine,23,3.565217391,2.1068306
wait,46,3.565217391,2.391207728
ginger,25,3.56,2.022374842
giraffe,25,3.56,2.274496281
grown,25,3.56,2.218858565
moonlight,43,3.558139535,2.383498085
carnival,45,3.555555556,2.062165186
covering,27,3.555555556,2.100061049
edge,36,3.555555556,1.963152631
fisherman,27,3.555555556,2.100061049
plaster,27,3.555555556,2.063106943
sleepy,45,3.555555556,2.500505
alligator,47,3.553191489,2.420999709
footsteps,38,3.552631579,1.954860449
afternoon,29,3.551724138,2.543706616
again,29,3.551724138,2.414039396
country,29,3.551724138,2.080285126
pigeon,29,3.551724138,2.010440728
tough,29,3.551724138,1.974592307
neat,31,3.548387097,2.1577567
bumper,44,3.545454545,2.084879623
